ID,Tweet,Time,User,Likes,Retweets,in_response_to_id,response_type,vader_emotion,pos_neg,keyword
1165508681795923968,"RT @jhyyeul: welcome h O M E ?? ? ?

#btsfanart #JHOPE #SUGA #JIN #BTS https://t.co/vytEb9h8MN <retweeted_status> welcome h O M E ?? ? ?

#btsfanart #JHOPE #SUGA #JIN #BTS https://t.co/vytEb9h8MN </retweeted_status>",2019-08-25 06:18:18,nanfah2701,0,0,1164961959428517888,retweet,0.7882,1,BTS
1165508683125555200,"RT @BTSVotingFam: ✨ ARMY CHALLENGE ✨

🔐 800 R7s
🔐 159 REPL1ES (name 5 places in your country)

🔑Let’s unlock this in 2 hours! 

#MPN #BTS #… <retweeted_status> ✨ ARMY CHALLENGE ✨

🔐 800 R7s
🔐 159 REPL1ES (name 5 places in your country)

🔑Let’s unlock this in 2 hours! 

#MPN #BTS #ARMY #BoyWithLuv @BTS_twt </retweeted_status>",2019-08-25 06:18:18,stapleskeri,0,0,1165476998212280321,retweet,0.5647,-2,BTS
1165508685231083521,RT @MikeAdamOnAir: #Jungkook of #BTS (@BTS_twt) is the most searched male k-pop act on Google worldwide this year!!! RT this if you've Goog… <retweeted_status> #Jungkook of #BTS (@BTS_twt) is the most searched male k-pop act on Google worldwide this year!!! RT this if you've Googled him in 2019! https://t.co/PQmtewI5Nm </retweeted_status>,2019-08-25 06:18:19,KookMyBabyAngel,0,0,1165453758190542848,retweet,0.0,1,BTS
1165508685554040833,"@Armybrigade13_F @BTS_twt Raven; because of the beak and feathers 🐦
#MPN #BTS #ARMY #BoyWithLuv @BTS_twt",2019-08-25 06:18:19,jinownsmaiheart,0,0,1165451814013042688,reply,0.0,0,BTS
1165508686745223168,"RT @btsworldwider: [YOUTUBE]
TOP 10 BTS Music Videos
#1. DNA — 815.2M
#2. FIRE — 593.8M
#3. FAKE LOVE—578.5M
#4. MIC DROP—547.2M
#5. IDOL—5… <retweeted_status> [YOUTUBE]
TOP 10 BTS Music Videos
#1. DNA — 815.2M
#2. FIRE — 593.8M
#3. FAKE LOVE—578.5M
#4. MIC DROP—547.2M
#5. IDOL—529.9M
#6. #BoyWithLuv 521.1M
#7. DOPE—506.1M
#8. BloodSweatTears—490M
#9. Save Me—424.3M
#10. Not Today—348.7M
#MPN #BTS #ARMY @BTS_twt </retweeted_status>",2019-08-25 06:18:19,minn136,0,0,1165506794979872768,retweet,-0.7695,1,invalid
1165508687680532480,"RT @AureliaOT7: Throwback when BTS were in Brazil. We were all looking for fancams and this one sent chills down my spine cos Bangtan were’… <retweeted_status> Throwback when BTS were in Brazil. We were all looking for fancams and this one sent chills down my spine cos Bangtan were’t even on stage yet but the party of the year had already begun🙌 

#MPN #BTS #ARMY #BoyWithLuv @BTS_twt 
https://t.co/0qS5v23Yjw </retweeted_status>",2019-08-25 06:18:19,myjjkanswr,0,0,1165314056971927552,retweet,0.5499,0,BTS
1165508688188071938,"RT @BTSPublicity: RT TO VOTE FOR JIN

📥 #MPN #BTS #ARMY #BoyWitLuv @BTS_twt 
https://t.co/fwpqUanBCV <retweeted_status> RT TO VOTE FOR JIN

📥 #MPN #BTS #ARMY #BoyWitLuv @BTS_twt 
https://t.co/fwpqUanBCV </retweeted_status>",2019-08-25 06:18:20,Stefi_twt,0,0,1165489771189346304,retweet,0.0,0,BTS
1165508688838189056,"RT @BTSvotingteaam: RT TO VOTE!
#MGMAVOTE + #BTS
@BTS_twt <retweeted_status> RT TO VOTE!
#MGMAVOTE + #BTS
@BTS_twt </retweeted_status>",2019-08-25 06:18:20,HMararac,0,0,1156335092777619456,retweet,0.0,1,BTS
1165508689110941696,"RT @BTSPublicity: |￣￣￣￣￣￣￣￣￣￣|
         RETWEET!!

            @BTS_twt

   DESERVES TO WIN🏆!!
|＿＿＿＿＿＿＿＿＿＿| 
            (\__/)  ||… <retweeted_status> |￣￣￣￣￣￣￣￣￣￣|
         RETWEET!!

            @BTS_twt

   DESERVES TO WIN🏆!!
|＿＿＿＿＿＿＿＿＿＿| 
            (\__/)  ||
            (•ㅅ•) ||
           / 　 づ
#MPN #BTS #ARMY </retweeted_status>",2019-08-25 06:18:20,iiam_savvy,0,0,1165263113068916736,retweet,0.0,1,BTS
1165508689924542464,"RT @Bybit_Official: Trade on the best #cryptocurrency derivatives exchange with the best perpetual contracts

 $BTC | $ETH | $EOS | $XRP
-… <retweeted_status> Trade on the best #cryptocurrency derivatives exchange with the best perpetual contracts

 $BTC | $ETH | $EOS | $XRP
- No overloads &amp; downtimes
- 24/7 live customer support
- TP/SL from entry 

Receive $10 and start #trading for free: https://t.co/QNVevjutq9 https://t.co/XKEW5w38Vd </retweeted_status>",2019-08-25 06:18:20,Vicky26453502,0,0,1158059286456602625,retweet,0.9705,1,invalid
1165508690591539200,"RT @cestlavie9090: Lmfao Taehyung commented on weverse where he took Jin's water but Jin thought it was Yoongi &amp; judged him lmfao while Tae… <retweeted_status> Lmfao Taehyung commented on weverse where he took Jin's water but Jin thought it was Yoongi &amp; judged him lmfao while Tae just chill knowing ntg 😂😂😂😂😂😂

@BTS_twt #MPN #BTS #ARMY #BoyWithLuv https://t.co/l9au1QAMNU </retweeted_status>",2019-08-25 06:18:20,muchswaglizzie,0,0,1165508560563785728,retweet,0.9552,0,BTS
1165508690612498432,RT @WietseWind: So. I coded a bug in http://sms.xrptext.com (programmers are human too). Thank goodness the bug only affected XRP enthusia… <retweeted_status> So. I coded a bug in http://sms.xrptext.com (programmers are human too). Thank goodness the bug only affected XRP enthusiast @FzFool who deserves lots of kindness for being honest about it and correcting my mistake ❤️😎. So. Bug fixed and a nice tip coming his way 👌 </retweeted_status>,2019-08-25 06:18:20,BadTolz_V,0,0,1165208851232296960,retweet,0.9517,1,XRP
1165508691107254277,"open link bitcoin
https://get.cryptobrowser.site/8520122",2019-08-25 06:18:20,EDISETIADEI,0,0,0,tweet,0.0,0,BTC
1165508690813652992,My baby 😇#bighit #army #taehyung #bts #지민 https://t.co/ecgoN161Ld,2019-08-25 06:18:20,BANGTAN74541215,0,0,0,tweet,0.0,1,BTS
1165508693347262464,@DrPhil Come on dad. Pull it together. At least trade some bitcoin if ya going to sit around the house smoking weed all day,2019-08-25 06:18:21,BigMikD1,0,0,1165413479618174977,reply,0.0,-1,ETH
1165508694349471746,"RT @btsworldwider: ""Winter Bear"" By V becomes BTS 18th song to surpass 10 MILLION+ streams on SoundCloud!
#MPN #BTS #ARMY @BTS_twt 
https:/… <retweeted_status> ""Winter Bear"" By V becomes BTS 18th song to surpass 10 MILLION+ streams on SoundCloud!
#MPN #BTS #ARMY @BTS_twt 
https://t.co/0utQGtnwPO </retweeted_status>",2019-08-25 06:18:21,dewiset71580980,0,0,1165504852799062016,retweet,0.0,1,BTS
1165508694228066310,Jisoo was sent in 2017. <quoted_status> [UCC] #BTS V becomes the first Kpop idol whose name is sent to Mars aboard NASA's Mars 2020 rover mission https://t.co/dg2nrNlHLl https://t.co/cyb4dKE2qN </quoted_status>,2019-08-25 06:18:21,nicollymarques,0,0,1164920204356444162,quoted_retweet,0.0258,0,BTS
1165508694794231809,"RT @TrendsBTSARMY: Top 17 countries that most used tags:

#MPN #BTS (@BTS_twt)
 
1. South Korea
2. Indonesia
3. Brazil
4. Argentina
5. Mexi… <retweeted_status> Top 17 countries that most used tags:

#MPN #BTS (@BTS_twt)
 
1. South Korea
2. Indonesia
3. Brazil
4. Argentina
5. Mexico
6. Peru
7. Vietnam
8. Philippines
9. Thailand
10. Colombia
11. Slovakia
12. Romania
13. Paraguay
14. Bangladesh
15. Costa Rica
16. Ecuador
17. Taiwan </retweeted_status>",2019-08-25 06:18:21,vantegodd,0,0,1165405065299091458,retweet,0.3818,0,BTS
1165508694986985477,"RT @VotingBtsxarmy: @BTSVotingFam @BTS_twt Keep on voting lovely FAM!!

Let's unlock this challenge altogether. 

#MPN #BTS #ARMY #BoyWithL… <retweeted_status> @BTSVotingFam @BTS_twt Keep on voting lovely FAM!!

Let's unlock this challenge altogether. 

#MPN #BTS #ARMY #BoyWithLuv @BTS_twt </retweeted_status>",2019-08-25 06:18:21,stapleskeri,0,0,1165477394427174914,retweet,0.889,1,invalid
1165508696891224064,RT @radiodisney: The #IDOL music video from #BTS came out one year ago today! @BTS_bighit @BTS_twt https://t.co/SKRL5jsKf4 <retweeted_status> The #IDOL music video from #BTS came out one year ago today! @BTS_bighit @BTS_twt https://t.co/SKRL5jsKf4 </retweeted_status>,2019-08-25 06:18:22,SaheliSaha10,0,0,1165322883519803392,retweet,0.0,1,BTS
1165508696534896640,"The most important quality for an investor is temperament,not intellect
#trading #trader #trade #invest #investment #investor #fx #forex #stocks #stockmarket #bitcoin #btc #crypto #ethereum #ripple #eth #xrp #fxtrader #forextrading #forextrader #daytrader #daytrading #swingtrader https://t.co/qv0MyK9fhl",2019-08-25 06:18:22,Camrydooley,0,0,0,tweet,0.624,0,invalid
1165508698128752641,"RT @BTSGlobalVoting: [V0TING RATE] 

⏰ 24 hours (Aug 24 - Aug 25)

MPN - Favorite International Artist  
➡️ #MPN #BTS @BTS_twt 

1. BTS - 9… <retweeted_status> [V0TING RATE] 

⏰ 24 hours (Aug 24 - Aug 25)

MPN - Favorite International Artist  
➡️ #MPN #BTS @BTS_twt 

1. BTS - 984.3k🔥

2.         - 25.9k 

🗳️ 1 R7 + 1 C0mment = 2 V0tes

🚨 Keep increasing our rate! 💪🏽 </retweeted_status>",2019-08-25 06:18:22,love_yoongi_bb,0,0,1165493713776386049,retweet,0.7424,1,BTS
1165508698430558208,"RT @ArmyBrigade13_M: Oh my ! The replies are full with purple hearts 🥰💜 The beauty it holds 😌💞 

#MPN #BTS #ARMY #BoyWithLuv @BTS_twt https… <retweeted_status> Oh my ! The replies are full with purple hearts 🥰💜 The beauty it holds 😌💞 

#MPN #BTS #ARMY #BoyWithLuv @BTS_twt https://t.co/ubvI6wmUH0 </retweeted_status> <quoted_status> Let's make purple heart ocean in the reply ! 

#MPN #BTS #ARMY #BoyWithLuv @BTS_twt 

💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜 </quoted_status>",2019-08-25 06:18:22,KimH97z,0,0,1165506293865443329,retweet,0.8582,3,BTS
1165508698485096449,"RT @Jaefans_PH: JJ: What I think about the recent idols?
I really like #BTS. When I ride my bicycle around Han River I listen to a lot of B… <retweeted_status> JJ: What I think about the recent idols?
I really like #BTS. When I ride my bicycle around Han River I listen to a lot of BTS (songs). 

Trans: @morningj_china
Arranged by: JM

#Jaejoong
#ジェジュン 
#김재중 https://t.co/YBJL73IUb1 </retweeted_status>",2019-08-25 06:18:22,PurpleLoveKV,0,0,1165228309707231233,retweet,0.8863,2,BTS
1165508699437199361,"AIGO Protocol (#XGO) has submitted a proposal to get listed on @Binance_DEX the world's fastest decentralized cryptocurrency exchange
$AIGO #blockchain #ethereum #bitcoin #ico #tokensale #ripple #stellar #airdrop 
#cryptocurrency https://t.co/ZnkR5kkRSZ",2019-08-25 06:18:22,aglebaby,0,0,0,tweet,0.0,-1,invalid
1165508701303623681,"RT @btsmemespic: Use namjooning in a sentence.

Eg:
ARMY: Joon what are you doing?
Namjoon: Im Namjooning

#RM #BTS #Bighit @BTS_twt https:… <retweeted_status> Use namjooning in a sentence.

Eg:
ARMY: Joon what are you doing?
Namjoon: Im Namjooning

#RM #BTS #Bighit @BTS_twt https://t.co/VQ4IBQsHah </retweeted_status>",2019-08-25 06:18:23,kziapineda,0,0,1164137713294909440,retweet,0.2406,0,BTS
1165508701664399360,"RT @MTVMusicUK: #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co… <retweeted_status> #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co/sBh2iyFq1P 

#BTS https://t.co/DbYLgUOd2k </retweeted_status>",2019-08-25 06:18:23,NurZulfah6,0,0,1165262611954487296,retweet,0.8902,1,BTS
1165508701802745857,"RT @charts_k: 'Map of the Soul: Persona' has been certified GOLD (500k+ units) in the US!

#MPN #BTS #ARMY @BTS_twt https://t.co/3w3hpKOaFW <retweeted_status> 'Map of the Soul: Persona' has been certified GOLD (500k+ units) in the US!

#MPN #BTS #ARMY @BTS_twt https://t.co/3w3hpKOaFW </retweeted_status>",2019-08-25 06:18:23,bangtan_foreva,0,0,1165029638587990016,retweet,0.0,1,BTS
1165508702478036992,"RT @BTSvotingteaam: MGMA MASS VOTING IS STILL GOING ON ‼️

Keep voting ARMY.
Increase the gap to 0,7% ⤵️

🖇️http://mwave.me/en/mgma/vote

VOTE W… <retweeted_status> MGMA MASS VOTING IS STILL GOING ON ‼️

Keep voting ARMY.
Increase the gap to 0,7% ⤵️

🖇️http://mwave.me/en/mgma/vote

VOTE WITH ALL YOUR ACCOUNTS‼️
LET'S DO THIS TOGETHER 💪

#MGMAVOTE #BTS @BTS_twt </retweeted_status>",2019-08-25 06:18:23,HMararac,0,0,1150811808606744576,retweet,0.5574,0,invalid
1165508823060082688,"RT @dandoll: I own Bitcoin - which I started to buy as a test in 2016 just to see how hard it was to acquire - but really believe in and fo… <retweeted_status> I own Bitcoin - which I started to buy as a test in 2016 just to see how hard it was to acquire - but really believe in and focus on the underlying Blockchain. 
So why do I always feel happy when it goes up and unhappy when it goes down? </retweeted_status>",2019-08-25 06:18:52,sumariyabarela,0,0,1155028773965840384,retweet,0.1406,-1,BTC
1165508824804913152,"RT @btsworldwider: BTS ""FIRE"" MV needs +6.2M views left to 600M!
#MPN #BTS #ARMY @BTS_twt 
&lt;https://youtu.be/ALj5MKjy2BU&gt; https://t.co/qBsdA2RZX0 <retweeted_status> BTS ""FIRE"" MV needs +6.2M views left to 600M!
#MPN #BTS #ARMY @BTS_twt 
&lt;https://youtu.be/ALj5MKjy2BU&gt; https://t.co/qBsdA2RZX0 </retweeted_status>",2019-08-25 06:18:52,9PqNwNAAAGCYbhA,0,0,1165498858865999872,retweet,0.0,1,BTS
1165508825870479360,"RT @CNBC: Japan has trains that can reach nearly 200 miles per hour. France began high-speed train service in the '80s. China has the world… <retweeted_status> Japan has trains that can reach nearly 200 miles per hour. France began high-speed train service in the '80s. China has the world's fastest and largest high-speed rail network. And the U.S., well the U.S. has next to nothing. Watch the full video here. https://t.co/J96ejzYyv5 https://t.co/gP9yyjBLsM </retweeted_status>",2019-08-25 06:18:52,Jasonsmith635,0,0,1165383531108823040,retweet,0.3182,0,invalid
1165508826612678656,"RT @SerieTV46: #BTS ""Boy With Luv"" feat. Halsey - 09:00 KST:

#15 MelOn (-1)
#23 FLO (+1)
#25 Soribada (=)
#26 Genie (-3)
#28 Mnet (+5)
#29… <retweeted_status> #BTS ""Boy With Luv"" feat. Halsey - 09:00 KST:

#15 MelOn (-1)
#23 FLO (+1)
#25 Soribada (=)
#26 Genie (-3)
#28 Mnet (+5)
#29 Bugs (+5) </retweeted_status>",2019-08-25 06:18:53,1DtoBTSLove,0,0,1165416086612992001,retweet,0.0,0,BTS
1165508826537385989,"RT @pradakookie: Istg he is such a tease I need to scold him in person 

@BTS_twt #BTS #JUNGKOOK https://t.co/wQfAbVOMd1 <retweeted_status> Istg he is such a tease I need to scold him in person 

@BTS_twt #BTS #JUNGKOOK https://t.co/wQfAbVOMd1 </retweeted_status>",2019-08-25 06:18:53,gummytw,0,0,1164849180487106560,retweet,-0.8402,-1,BTS
1165508827464138753,"RT @btsworldwider: [YOUTUBE]
TOP 10 BTS Music Videos
#1. DNA — 815.2M
#2. FIRE — 593.8M
#3. FAKE LOVE—578.5M
#4. MIC DROP—547.2M
#5. IDOL—5… <retweeted_status> [YOUTUBE]
TOP 10 BTS Music Videos
#1. DNA — 815.2M
#2. FIRE — 593.8M
#3. FAKE LOVE—578.5M
#4. MIC DROP—547.2M
#5. IDOL—529.9M
#6. #BoyWithLuv 521.1M
#7. DOPE—506.1M
#8. BloodSweatTears—490M
#9. Save Me—424.3M
#10. Not Today—348.7M
#MPN #BTS #ARMY @BTS_twt </retweeted_status>",2019-08-25 06:18:53,majhay_06,0,0,1165506794979872768,retweet,-0.7695,1,invalid
1165508828160389121,"RT @BTSonShazam: ARMY! Please remember to request ‘Lights’ by @BTS_twt on Radio Disney to keep it on top of the list! 🙏💜

#5 (-3) → https:/… <retweeted_status> ARMY! Please remember to request ‘Lights’ by @BTS_twt on Radio Disney to keep it on top of the list! 🙏💜

#5 (-3) → https://t.co/55rh5PcQXs

#11 → https://t.co/4fuEGOKFZZ

Also, Shazam when you hear it playing! :)

[ #MPN #BTS #ARMY ] </retweeted_status>",2019-08-25 06:18:53,Bangtan72799916,0,0,1165360696248471553,retweet,0.9036,3,BTS
1165508831079583745,"F I G H T I N G
#MPN #BTS #ARMY #BoyWithLuv @BTS_twt 

💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜",2019-08-25 06:18:54,sapongnoona,0,0,0,tweet,0.0,0,BTS
1165508831134138369,"@BTSVotingFam02 @BTS_twt Very good 😭💜👍👍
#MPN #BTS #ARMY #BoyWithLuv @BTS_twt",2019-08-25 06:18:54,Junn46285066,0,0,1165506958704529408,reply,0.4927,3,BTS
1165508831675240449,"RT @btsworldwider: All BTS members and Yeontan names are sent to Mars aboard NASA’s Mars 2020 Rover Mission. @NASA 
#MPN #BTS #ARMY @BTS_tw… <retweeted_status> All BTS members and Yeontan names are sent to Mars aboard NASA’s Mars 2020 Rover Mission. @NASA 
#MPN #BTS #ARMY @BTS_twt https://t.co/ZSr7yOoPX8 </retweeted_status>",2019-08-25 06:18:54,Nhn78706030,0,0,1165308291288686592,retweet,0.0516,0,BTS
1165508831863963648,"RT @MTVMusicUK: #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co… <retweeted_status> #ARMY you did it! @BTS_twt are this year's #MTVHottest champions!!! 🏆🎉💙

Check out this year's Top 10 here &gt;&gt;&gt; https://t.co/sBh2iyFq1P 

#BTS https://t.co/DbYLgUOd2k </retweeted_status>",2019-08-25 06:18:54,fiinanna,0,0,1165262611954487296,retweet,0.8902,1,BTS
1165508832698585088,"RT @BTSVotingFam02: None other than Kim Taehyung! 😍

#MPN #BTS #ARMY @BTS_twt <retweeted_status> None other than Kim Taehyung! 😍

#MPN #BTS #ARMY @BTS_twt </retweeted_status>",2019-08-25 06:18:54,btsvotingacc127,0,0,1165263670965751808,retweet,0.0,1,BTS
1165508832895913984,"RT @pynk_io: Its #PYNK #Giveaway time!  
#Reward: $50 $USDC 

What is the best #GIF on Twitter?

✅Follow @pynk_io
✅Like &amp; RT
✅Tag your best… <retweeted_status> Its #PYNK #Giveaway time!  
#Reward: $50 $USDC 

What is the best #GIF on Twitter?

✅Follow @pynk_io
✅Like &amp; RT
✅Tag your best #friend

Rules:
📜Top 5 GIFs with most likes #win
📜5 Winners $10 each
Ends: 
⏱️31 AUG 18:00 #London time

#giveaways #Sweepstakes #bounty #contest https://t.co/D8zxdQTIsf </retweeted_status>",2019-08-25 06:18:54,HANDRYKNC,0,0,1165016183764111363,retweet,0.9672,2,USDC
1165508833424240640,"RT @BTSVotingFam02: ✨ BTS FACTS ✨

BTS produces their own music. This means they compose, write, edit, and record all their songs. 👏🏻

#MPN… <retweeted_status> ✨ BTS FACTS ✨

BTS produces their own music. This means they compose, write, edit, and record all their songs. 👏🏻

#MPN #BTS #ARMY @BTS_twt </retweeted_status>",2019-08-25 06:18:54,Jimin032415771,0,0,1165506958704529408,retweet,0.0,0,BTS
1165508834489589761,RT @MikeAdamOnAir: #Jungkook of #BTS (@BTS_twt) is the most searched male k-pop act on Google worldwide this year!!! RT this if you've Goog… <retweeted_status> #Jungkook of #BTS (@BTS_twt) is the most searched male k-pop act on Google worldwide this year!!! RT this if you've Googled him in 2019! https://t.co/PQmtewI5Nm </retweeted_status>,2019-08-25 06:18:54,monomoonchild94,0,0,1165453758190542848,retweet,0.0,1,BTS
1165508833348767744,"RT @MeltingJk: 5th MUSTER MAGIC SHOP #정국
이제야 알아챈 ctrl c + ctrl v 의 폐해...
muster muster muster muster muster muster muster muster muster mus… <retweeted_status> 5th MUSTER MAGIC SHOP #정국
이제야 알아챈 ctrl c + ctrl v 의 폐해...
muster muster muster muster muster muster muster muster muster muster muster muster.....🐰
#방탄소년단 #BTS #JUNGKOOK 
@BTS_twt https://t.co/yPzef23Fi2 </retweeted_status>",2019-08-25 06:18:54,movie_kook,0,0,1164885186141540352,retweet,0.0,0,BTS
1165508834821124096,"RT @chartblockers: BTS fans were the only ones who spoke up about it while all other kpop fandoms made fun of us for it but look at how it’… <retweeted_status> BTS fans were the only ones who spoke up about it while all other kpop fandoms made fun of us for it but look at how it’s benefiting their faves too lol https://t.co/YDnIKm0Jkt </retweeted_status> <quoted_status> #BTS fans believe that the VMAs new best K-Pop category is poorly disguised as xenophobia that ghettoizes the South Korean artists so that they can’t compete for the top awards of the night.
https://t.co/FqfIi9ItHq </quoted_status>",2019-08-25 06:18:54,ertheworld,0,0,1165233422853263362,retweet,0.9668,0,BTS
1165508835882278912,RT @Ripple: How can academia address the blockchain skills gap? Ripple’s Head of Social Impact Ken Weber shares his thoughts. https://t.co/… <retweeted_status> How can academia address the blockchain skills gap? Ripple’s Head of Social Impact Ken Weber shares his thoughts. https://t.co/JbPhxp0cjP via @OpenAccessGov </retweeted_status>,2019-08-25 06:18:55,ileenlozanski3,0,0,1164288566299701249,retweet,0.5803,-1,XRP
1165508835840147456,"RT @btsdailystats: Taylor Swift's latest REPLY on tumblr is about @BTS_twt: 

“LOVE THEM SO MUCH 💘🥰😭💗🙏🏼”

#MPN #BTS #ARMY #BoyWithLuv (@BTS… <retweeted_status> Taylor Swift's latest REPLY on tumblr is about @BTS_twt: 

“LOVE THEM SO MUCH 💘🥰😭💗🙏🏼”

#MPN #BTS #ARMY #BoyWithLuv (@BTS_twt) https://t.co/zwRtyfnnLh </retweeted_status>",2019-08-25 06:18:55,_nthchn,0,0,1165371930163187714,retweet,0.0,2,BTS
